# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
citationCiteseer.graph        dimacs      KAHIP      grid8x8x8      5     367.7166     7124      2268     64.0482     381319.0     2092136.0
citationCiteseer.graph        dimacs      KAHIP      8-dimHQ      1     217.9514     4935      2055     69.0255     323443.0     1051465.0
citationCiteseer.graph        dimacs      KAHIP      8-dimHQ      2     217.9514     4975      2766     68.5619     323081.0     1037958.0
citationCiteseer.graph        dimacs      KAHIP      8-dimHQ      3     217.9514     4767      2240     67.4058     322817.0     1022883.0
citationCiteseer.graph        dimacs      KAHIP      8-dimHQ      4     217.9514     4982      3017     68.1     322670.0     1034847.0
citationCiteseer.graph        dimacs      KAHIP      8-dimHQ      5     217.9514     4079      2428     66.4691     322640.0     1007738.0
citationCiteseer.graph        dimacs      KAHIP      torus16x16      1     217.9514     11419      5096     122.386     323443.0     1864307.0
citationCiteseer.graph        dimacs      KAHIP      torus16x16      2     217.9514     10605      4537     129.804     323081.0     1965101.0
citationCiteseer.graph        dimacs      KAHIP      torus16x16      3     217.9514     10761      6720     120.599     322817.0     1830089.0
citationCiteseer.graph        dimacs      KAHIP      torus16x16      4     217.9514     10920      3537     124.272     322670.0     1888436.0
citationCiteseer.graph        dimacs      KAHIP      torus16x16      5     217.9514     11802      6396     115.44     322640.0     1750182.0
citationCiteseer.graph        dimacs      KAHIP      torus8x8x8      1     367.7166     4842      2001     52.1952     382680.0     1703391.0
citationCiteseer.graph        dimacs      KAHIP      torus8x8x8      2     367.7166     4457      2718     52.7736     380462.0     1719259.0
citationCiteseer.graph        dimacs      KAHIP      torus8x8x8      3     367.7166     5348      1840     53.1459     380849.0     1730750.0
citationCiteseer.graph        dimacs      KAHIP      torus8x8x8      4     367.7166     4429      1712     51.8464     380136.0     1690141.0
citationCiteseer.graph        dimacs      KAHIP      torus8x8x8      5     367.7166     5458      2007     52.0497     381319.0     1700205.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid16x16      1     562.116     16300      7776     125.866     366147.0     2351052.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid16x16      2     561.691     15017      5346     115.592     371265.0     2159028.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid16x16      3     581.586     19670      4320     118.59     374239.0     2237915.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid16x16      4     619.138     15916      5082     121.193     375089.0     2343639.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid16x16      5     590.634     14265      4641     109.307     380279.0     2067862.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      1     407.399     7064      2050     42.7676     469077.0     2030093.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      2     419.75     6977      1611     43.045     463888.0     2068828.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      3     436.417     8318      1863     43.2951     470511.0     2073747.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      4     455.899     7302      2824     40.8636     479733.0     2024138.0
citationCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      5     446.399     7562      1940     40.239     483127.0     2006035.0
citationCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      1     247.097     4969      1821     51.2055     370276.0     1029846.0
citationCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      2     241.692     4924      2435     52.1735     364737.0     1019835.0
citationCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      3     251.592     4642      2413     50.2219     369237.0     1002229.0
citationCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      4     243.731     4242      2070     50.7188     366204.0     1016759.0
citationCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      5     254.883     4303      1824     50.7556     362810.0     992221.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus16x16      1     377.635     11598      4966     105.519     348905.0     1850916.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus16x16      2     398.774     10508      3731     107.599     352824.0     1946678.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus16x16      3     386.867     10629      3648     98.2903     360993.0     1810310.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus16x16      4     387.077     11349      3210     103.03     351864.0     1870817.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus16x16      5     370.293     12195      4878     100.85     346364.0     1741376.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus8x8x8      1     293.164     5062      1698     38.3898     426355.0     1681129.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus8x8x8      2     310.229     4513      1374     36.9461     436281.0     1688547.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus8x8x8      3     300.93     4808      1906     40.1456     423000.0     1711568.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus8x8x8      4     309.443     4262      1800     39.5433     422519.0     1668095.0
citationCiteseer.graph        dimacs      KAHIP_TP      torus8x8x8      5     308.578     4951      1650     38.079     430680.0     1675173.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      1     58.12073     4677      1071     48.7289     84929.0     748671.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      2     58.12073     4355      826     48.5632     84837.0     739229.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      3     58.12073     5155      1188     48.8004     84820.0     747378.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      4     58.12073     4558      1488     47.8619     85205.0     730755.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      5     58.12073     4220      920     46.4897     85061.0     713803.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      1     69.16271     1871      1170     26.3574     95117.0     630916.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      2     69.16271     1852      1162     25.922     95190.0     620936.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      3     69.16271     2250      990     25.9253     94912.0     620886.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      4     69.16271     2144      1090     26.3612     95164.0     627529.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      5     69.16271     1770      612     26.4444     95141.0     629509.0
coAuthorsCiteseer.graph        dimacs      KAHIP      8-dimHQ      1     58.12073     1097      688     19.7912     84929.0     304072.0
coAuthorsCiteseer.graph        dimacs      KAHIP      8-dimHQ      2     58.12073     1876      800     19.7978     84837.0     301362.0
coAuthorsCiteseer.graph        dimacs      KAHIP      8-dimHQ      3     58.12073     1140      605     19.7611     84820.0     302642.0
coAuthorsCiteseer.graph        dimacs      KAHIP      8-dimHQ      4     58.12073     1866      780     19.8478     85205.0     303036.0
coAuthorsCiteseer.graph        dimacs      KAHIP      8-dimHQ      5     58.12073     2002      530     19.5896     85061.0     300779.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      1     58.12073     3244      693     37.5882     84929.0     577505.0
