# FILE   COLLECTION    METHOD    UBFACTOR  TOPO     SEED     TIME
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      1       19.9292
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      2       19.944
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      3       19.9629
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      4       20.0938
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      5       19.9806
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      6       19.9377
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      7       19.9219
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      8       19.8935
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus16x16      9       19.9735
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      10       34.3433
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      1       34.3624
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      2       34.4285
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      3       36.482
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      4       36.6797
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      5       34.336
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      6       34.438
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      7       34.2967
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      8       34.4161
coPapersCiteseer.graph        dimacs       SCOTCH       3       torus8x8x8      9       34.4125
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      10       91.5494
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      1       89.6378
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      2       90.0527
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      3       90.1739
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      4       89.7653
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      5       89.7935
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      6       89.7073
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      7       89.8417
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      8       90.0153
coPapersDBLP.graph        dimacs       SCOTCH       3       grid16x16      9       89.9036
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      10       115.734
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      1       115.553
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      2       115.808
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      3       115.679
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      4       115.42
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      5       119.483
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      6       115.96
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      7       118.338
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      8       115.766
coPapersDBLP.graph        dimacs       SCOTCH       3       grid8x8x8      9       115.488
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       54.5351
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       53.4471
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       53.4912
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       53.5148
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       53.4151
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       53.5257
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       53.2941
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       53.5459
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       53.5467
coPapersDBLP.graph        dimacs       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       53.419
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      10       62.9278
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      1       63.0126
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      2       63.2144
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      3       64.5322
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      4       63.6494
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      5       63.1954
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      6       63.0564
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      7       63.199
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      8       63.1104
coPapersDBLP.graph        dimacs       SCOTCH       3       torus16x16      9       63.1995
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      10       82.8601
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      1       82.7263
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      2       83.1741
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      3       82.9099
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      4       82.9808
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      5       82.996
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      6       82.7847
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      7       82.9479
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      8       82.9392
coPapersDBLP.graph        dimacs       SCOTCH       3       torus8x8x8      9       83.0841
email-EuAll.graph        network       SCOTCH       3       grid16x16      10       0.303782
email-EuAll.graph        network       SCOTCH       3       grid16x16      1       0.302399
email-EuAll.graph        network       SCOTCH       3       grid16x16      2       0.302242
email-EuAll.graph        network       SCOTCH       3       grid16x16      3       0.320039
email-EuAll.graph        network       SCOTCH       3       grid16x16      4       0.301377
email-EuAll.graph        network       SCOTCH       3       grid16x16      5       0.302672
email-EuAll.graph        network       SCOTCH       3       grid16x16      6       0.300348
email-EuAll.graph        network       SCOTCH       3       grid16x16      7       0.30084
email-EuAll.graph        network       SCOTCH       3       grid16x16      8       0.302292
email-EuAll.graph        network       SCOTCH       3       grid16x16      9       0.301613
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      10       0.320749
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      1       0.323005
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      2       0.321698
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      3       0.323663
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      4       0.32445
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      5       0.322282
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      6       0.321487
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      7       0.32467
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      8       0.322736
email-EuAll.graph        network       SCOTCH       3       grid8x8x8      9       0.322128
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       0.297636
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       0.297328
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       0.30145
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       0.299345
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       0.300611
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       0.300919
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       0.301737
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       0.300709
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       0.298105
email-EuAll.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       0.316886
email-EuAll.graph        network       SCOTCH       3       torus16x16      10       0.30176
email-EuAll.graph        network       SCOTCH       3       torus16x16      1       0.306329
email-EuAll.graph        network       SCOTCH       3       torus16x16      2       0.30336
email-EuAll.graph        network       SCOTCH       3       torus16x16      3       0.299005
email-EuAll.graph        network       SCOTCH       3       torus16x16      4       0.302686
email-EuAll.graph        network       SCOTCH       3       torus16x16      5       0.302521
email-EuAll.graph        network       SCOTCH       3       torus16x16      6       0.30069
email-EuAll.graph        network       SCOTCH       3       torus16x16      7       0.299369
email-EuAll.graph        network       SCOTCH       3       torus16x16      8       0.300218
email-EuAll.graph        network       SCOTCH       3       torus16x16      9       0.300758
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      10       0.325314
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      1       0.32517
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      2       0.326251
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      3       0.328191
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      4       0.325641
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      5       0.324608
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      6       0.32776
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      7       0.325844
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      8       0.344812
email-EuAll.graph        network       SCOTCH       3       torus8x8x8      9       0.327064
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      10       1.1549
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      1       1.15264
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      2       1.15838
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      3       1.1584
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      4       1.15587
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      5       1.15738
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      6       1.15564
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      7       1.15309
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      8       1.15738
loc-brightkite_edges.graph        network       SCOTCH       3       grid16x16      9       1.15763
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      10       1.14694
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      1       1.14556
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      2       1.14317
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      3       1.15913
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      4       1.15574
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      5       1.15171
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      6       1.14633
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      7       1.15414
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      8       1.15157
loc-brightkite_edges.graph        network       SCOTCH       3       grid8x8x8      9       1.15495
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       1.06846
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       1.06485
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       1.06544
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       1.06937
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       1.06825
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       1.07499
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       1.06028
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       1.06558
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       1.06926
loc-brightkite_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       1.06459
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      10       1.08703
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      1       1.08744
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      2       1.0854
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      3       1.08613
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      4       1.08712
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      5       1.08659
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      6       1.09122
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      7       1.08936
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      8       1.08417
loc-brightkite_edges.graph        network       SCOTCH       3       torus16x16      9       1.09082
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      10       1.15067
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      1       1.15162
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      2       1.15798
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      3       1.1472
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      4       1.15085
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      5       1.14923
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      6       1.15055
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      7       1.15595
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      8       1.15775
loc-brightkite_edges.graph        network       SCOTCH       3       torus8x8x8      9       1.14892
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      10       43.1813
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      1       42.4685
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      2       42.4439
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      3       42.8223
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      4       42.5882
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      5       42.2778
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      6       42.5249
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      7       42.2633
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      8       43.9309
loc-gowalla_edges.graph        network       SCOTCH       3       grid16x16      9       42.8926
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      10       33.4368
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      1       31.7843
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      2       31.9262
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      3       32.4776
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      4       31.7101
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      5       31.7695
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      6       31.8722
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      7       32.13
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      8       31.9429
loc-gowalla_edges.graph        network       SCOTCH       3       grid8x8x8      9       33.4098
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       44.1416
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       44.2117
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       44.3803
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       44.0979
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       44.2429
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       44.6503
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       44.0346
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       44.2896
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       47.0773
loc-gowalla_edges.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       46.8865
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      10       38.4547
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      1       38.5167
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      2       38.4455
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      3       38.4197
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      4       38.6622
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      5       38.4741
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      6       38.466
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      7       38.4875
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      8       38.4613
loc-gowalla_edges.graph        network       SCOTCH       3       torus16x16      9       38.3776
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      10       42.9932
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      1       42.3666
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      2       42.913
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      3       42.3432
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      4       42.4255
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      5       42.3434
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      6       42.3178
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      7       42.21
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      8       42.2262
loc-gowalla_edges.graph        network       SCOTCH       3       torus8x8x8      9       43.3794
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      10       0.170359
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      1       0.171013
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      2       0.169932
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      3       0.16993
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      4       0.173403
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      5       0.170884
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      6       0.1713
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      7       0.171762
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      8       0.169046
p2p-Gnutella04.graph        network       SCOTCH       3       grid16x16      9       0.173278
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      10       0.174637
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      1       0.171424
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      2       0.172326
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      3       0.191925
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      4       0.193127
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      5       0.172086
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      6       0.171967
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      7       0.171769
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      8       0.172399
p2p-Gnutella04.graph        network       SCOTCH       3       grid8x8x8      9       0.174344
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       0.143725
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       0.14396
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       0.167911
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       0.144219
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       0.145059
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       0.145399
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       0.141756
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       0.143064
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       0.143565
p2p-Gnutella04.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       0.144202
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      10       0.150256
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      1       0.150055
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      2       0.183678
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      3       0.151756
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      4       0.15076
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      5       0.198521
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      6       0.150636
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      7       0.157821
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      8       0.149623
p2p-Gnutella04.graph        network       SCOTCH       3       torus16x16      9       0.150317
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      10       0.157244
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      1       0.155944
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      2       0.157033
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      3       0.157122
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      4       0.155739
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      5       0.155853
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      6       0.157116
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      7       0.156238
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      8       0.156549
p2p-Gnutella04.graph        network       SCOTCH       3       torus8x8x8      9       0.155493
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      10       1.84171
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      1       1.84647
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      2       1.84896
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      3       1.86589
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      4       1.85803
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      5       1.86228
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      6       1.84484
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      7       1.86083
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      8       1.83917
soc-Slashdot0902.graph        network       SCOTCH       3       grid16x16      9       1.84678
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      10       2.33608
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      1       2.32739
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      2       2.34537
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      3       2.34099
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      4       2.34126
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      5       2.32847
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      6       2.32993
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      7       2.33939
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      8       2.34068
soc-Slashdot0902.graph        network       SCOTCH       3       grid8x8x8      9       2.33698
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       2.33987
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       2.3285
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       2.3367
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       2.33439
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       2.33557
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       2.33549
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       2.34474
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       2.34129
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       2.34213
soc-Slashdot0902.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       2.33152
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      10       2.17196
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      1       2.17372
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      2       2.16143
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      3       2.15213
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      4       2.16648
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      5       2.16207
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      6       2.15998
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      7       2.17282
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      8       2.16346
soc-Slashdot0902.graph        network       SCOTCH       3       torus16x16      9       2.17649
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      10       3.13303
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      1       3.13587
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      2       3.14131
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      3       3.12946
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      4       3.15195
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      5       3.14265
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      6       3.13137
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      7       3.14426
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      8       3.13988
soc-Slashdot0902.graph        network       SCOTCH       3       torus8x8x8      9       3.13052
web-Google.graph        network       SCOTCH       3       grid16x16      10       12.8793
web-Google.graph        network       SCOTCH       3       grid16x16      1       12.5831
web-Google.graph        network       SCOTCH       3       grid16x16      2       12.6161
web-Google.graph        network       SCOTCH       3       grid16x16      3       12.5762
web-Google.graph        network       SCOTCH       3       grid16x16      4       12.6132
web-Google.graph        network       SCOTCH       3       grid16x16      5       12.8912
web-Google.graph        network       SCOTCH       3       grid16x16      6       12.8518
web-Google.graph        network       SCOTCH       3       grid16x16      7       12.8432
web-Google.graph        network       SCOTCH       3       grid16x16      8       12.8537
web-Google.graph        network       SCOTCH       3       grid16x16      9       12.8976
web-Google.graph        network       SCOTCH       3       grid8x8x8      10       22.5924
web-Google.graph        network       SCOTCH       3       grid8x8x8      1       22.6441
web-Google.graph        network       SCOTCH       3       grid8x8x8      2       22.6233
web-Google.graph        network       SCOTCH       3       grid8x8x8      3       22.6686
web-Google.graph        network       SCOTCH       3       grid8x8x8      4       22.6775
web-Google.graph        network       SCOTCH       3       grid8x8x8      5       22.6733
web-Google.graph        network       SCOTCH       3       grid8x8x8      6       22.6785
web-Google.graph        network       SCOTCH       3       grid8x8x8      7       22.6271
web-Google.graph        network       SCOTCH       3       grid8x8x8      8       22.594
web-Google.graph        network       SCOTCH       3       grid8x8x8      9       22.624
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       13.361
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       13.3561
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       13.3577
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       13.393
