# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
citationCiteseer.graph        dimacs      KAHIP_ID      torus16x16      3     379.925     10339      4137     95.1938     349097.0     1609918.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus16x16      4     390.505     10411      4664     96.4253     353528.0     1612135.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus16x16      5     378.538     10506      4728     98.479     346286.0     1642729.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus8x8x8      1     296.855     4099      1983     41.3777     410720.0     1493156.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus8x8x8      2     302.939     4209      1890     40.7184     407351.0     1457474.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus8x8x8      3     297.385     5233      2709     39.7718     411934.0     1453700.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus8x8x8      4     292.247     4684      1836     38.8587     416229.0     1457475.0
citationCiteseer.graph        dimacs      KAHIP_ID      torus8x8x8      5     297.546     4941      2064     39.5075     416668.0     1456958.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      1     58.12073     4762      900     43.8298     84929.0     673401.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      2     58.12073     4328      1045     43.7134     84837.0     665406.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      3     58.12073     5003      1040     44.274     84820.0     678056.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      4     58.12073     5386      1416     44.7296     85205.0     682931.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid16x16      5     58.12073     4746      1659     43.9349     85061.0     674576.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      1     69.16271     2091      889     23.7996     95117.0     569690.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      2     69.16271     2064      1141     23.8935     95190.0     572346.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      3     69.16271     2173      945     23.3725     94912.0     559748.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      4     69.16271     2832      945     24.0241     95164.0     571894.0
coAuthorsCiteseer.graph        dimacs      KAHIP      grid8x8x8      5     69.16271     2608      2016     24.1706     95141.0     575382.0
coAuthorsCiteseer.graph        dimacs      KAHIP       8-dimHQ      1     58.12073     999      492     17.976     84929.0     276183.0
coAuthorsCiteseer.graph        dimacs      KAHIP       8-dimHQ      2     58.12073     1571      490     18.0602     84837.0     274912.0
coAuthorsCiteseer.graph        dimacs      KAHIP       8-dimHQ      3     58.12073     1275      427     17.9669     84820.0     275163.0
coAuthorsCiteseer.graph        dimacs      KAHIP       8-dimHQ      4     58.12073     1621      646     18.0909     85205.0     276212.0
coAuthorsCiteseer.graph        dimacs      KAHIP       8-dimHQ      5     58.12073     1049      562     18.1048     85061.0     277981.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      1     58.12073     3308      880     34.3124     84929.0     527175.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      2     58.12073     3314      1002     34.627     84837.0     527092.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      3     58.12073     3102      1040     34.2903     84820.0     525156.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      4     58.12073     3076      1416     34.8422     85205.0     531971.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      5     58.12073     2971      1048     35.1235     85061.0     539286.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      1     69.16271     1861      744     18.5923     95117.0     445044.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      2     69.16271     1362      680     18.5809     95190.0     445088.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      3     69.16271     1275      850     18.5333     94912.0     443854.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      4     69.16271     1274      604     18.6434     95164.0     443806.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      5     69.16271     1475      1089     18.812     95141.0     447820.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid16x16      1     339.681     4779      888     43.0017     90628.0     671729.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid16x16      2     339.826     4391      1113     42.4061     91529.0     662849.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid16x16      3     342.07     5111      1344     43.3992     90139.0     674641.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid16x16      4     346.495     5436      1390     43.6638     89811.0     681068.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid16x16      5     340.155     4936      1491     43.0208     89673.0     673104.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid8x8x8      1     237.387     2265      882     22.6389     101982.0     566085.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid8x8x8      2     224.41     2099      1141     22.9487     101850.0     569081.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid8x8x8      3     249.269     2157      945     21.8599     103857.0     555940.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid8x8x8      4     250.223     2785      945     22.4078     104296.0     567970.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      grid8x8x8      5     241.259     2577      2016     22.6588     104517.0     570956.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID       8-dimHQ      1     137.612     997      525     17.6558     87421.0     275554.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID       8-dimHQ      2     132.369     1583      490     17.7261     87176.0     274436.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID       8-dimHQ      3     132.476     1308      450     17.6428     87106.0     274628.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID       8-dimHQ      4     133.056     1611      624     17.7709     87541.0     275698.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID       8-dimHQ      5     133.342     1075      524     17.8334     87480.0     277434.0
coAuthorsCiteseer.graph        dimacs      KAHIP_ID      torus16x16      1     223.746     3264      880     33.9293     86910.0     526684.0
