# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
as-22july06.graph        dimacs      SCOTCH_alma      torus16x16      4     14.9808     2440      288     17.9741     45413.0     200195.0
as-22july06.graph        dimacs      SCOTCH_alma      torus16x16      5     14.5065     2206      288     17.5549     45436.0     201285.0
as-22july06.graph        dimacs      SCOTCH_alma      torus8x8x8      1     11.0287     1487      117     8.76842     47080.0     182006.0
as-22july06.graph        dimacs      SCOTCH_alma      torus8x8x8      2     10.77     1462      129     8.66316     47334.0     187055.0
as-22july06.graph        dimacs      SCOTCH_alma      torus8x8x8      3     11.1695     1313      108     8.77974     46832.0     170169.0
as-22july06.graph        dimacs      SCOTCH_alma      torus8x8x8      4     11.4112     1562      154     9.02147     46482.0     163884.0
as-22july06.graph        dimacs      SCOTCH_alma      torus8x8x8      5     11.2726     1374      234     8.9688     46642.0     166156.0
as-skitter.graph        network      SCOTCH      grid16x16      1     293.9308     268309      49443     976.89     4957026.0     30235721.0
as-skitter.graph        network      SCOTCH      grid16x16      2     293.9308     268309      49443     976.89     4957026.0     30235721.0
as-skitter.graph        network      SCOTCH      grid16x16      3     293.9308     268309      49443     976.89     4957026.0     30235721.0
as-skitter.graph        network      SCOTCH      grid16x16      4     293.9308     268309      49443     976.89     4957026.0     30235721.0
as-skitter.graph        network      SCOTCH      grid16x16      5     293.9308     268309      49443     976.89     4957026.0     30235721.0
as-skitter.graph        network      SCOTCH      grid8x8x8      1     626.7642     126669      32676     227.789     5135278.0     24900747.0
as-skitter.graph        network      SCOTCH      grid8x8x8      2     626.7642     126669      32676     227.789     5135278.0     24900747.0
as-skitter.graph        network      SCOTCH      grid8x8x8      3     626.7642     126669      32676     227.789     5135278.0     24900747.0
as-skitter.graph        network      SCOTCH      grid8x8x8      4     626.7642     126669      32676     227.789     5135278.0     24900747.0
as-skitter.graph        network      SCOTCH      grid8x8x8      5     626.7642     126669      32676     227.789     5135278.0     24900747.0
as-skitter.graph        network      SCOTCH      8-dimHQ      1     300.6585     97290      42516     484.513     4893935.0     14895874.0
as-skitter.graph        network      SCOTCH      8-dimHQ      2     300.6585     97721      42516     484.513     4893935.0     14895874.0
as-skitter.graph        network      SCOTCH      8-dimHQ      3     300.6585     97721      42516     484.513     4893935.0     14895874.0
as-skitter.graph        network      SCOTCH      8-dimHQ      4     300.6585     142063      42516     484.513     4893935.0     14895874.0
as-skitter.graph        network      SCOTCH      8-dimHQ      5     300.6585     87659      42516     484.513     4893935.0     14895874.0
as-skitter.graph        network      SCOTCH      torus16x16      1     202.2417     193461      49460     854.594     4936566.0     26379593.0
as-skitter.graph        network      SCOTCH      torus16x16      2     202.2417     193461      49460     854.594     4936566.0     26379593.0
as-skitter.graph        network      SCOTCH      torus16x16      3     202.2417     193461      49460     854.594     4936566.0     26379593.0
as-skitter.graph        network      SCOTCH      torus16x16      4     202.2417     193461      49460     854.594     4936566.0     26379593.0
as-skitter.graph        network      SCOTCH      torus16x16      5     202.2417     193461      49460     854.594     4936566.0     26379593.0
as-skitter.graph        network      SCOTCH      torus8x8x8      1     477.0394     140500      30207     198.353     5130031.0     21932916.0
as-skitter.graph        network      SCOTCH      torus8x8x8      2     477.0394     140500      30207     198.353     5130031.0     21932916.0
as-skitter.graph        network      SCOTCH      torus8x8x8      3     477.0394     140500      30207     198.353     5130031.0     21932916.0
as-skitter.graph        network      SCOTCH      torus8x8x8      4     477.0394     140500      30207     198.353     5130031.0     21932916.0
as-skitter.graph        network      SCOTCH      torus8x8x8      5     477.0394     140500      30207     198.353     5130031.0     21932916.0
as-skitter.graph        network      SCOTCH_alma      grid16x16      1     2618.65     225559      36218     569.586     5068038.0     16799379.0
as-skitter.graph        network      SCOTCH_alma      grid16x16      2     2639.31     211586      36196     560.386     5031091.0     16380632.0
as-skitter.graph        network      SCOTCH_alma      grid16x16      3     2710.43     215472      45560     548.346     4964247.0     15961257.0
as-skitter.graph        network      SCOTCH_alma      grid16x16      4     2683.21     232502      39493     565.625     5027898.0     16580743.0
as-skitter.graph        network      SCOTCH_alma      grid16x16      5     2689.7     233449      39079     552.541     5029075.0     16231985.0
as-skitter.graph        network      SCOTCH_alma      grid8x8x8      1     1987.34     116925      23218     157.633     5111898.0     14212363.0
as-skitter.graph        network      SCOTCH_alma      grid8x8x8      2     2046.74     121439      25322     154.319     5125369.0     14264929.0
as-skitter.graph        network      SCOTCH_alma      grid8x8x8      3     2103.8     108800      21486     156.715     5049375.0     13648130.0
as-skitter.graph        network      SCOTCH_alma      grid8x8x8      4     2091.14     125179      23309     155.291     5037018.0     13591085.0
as-skitter.graph        network      SCOTCH_alma      grid8x8x8      5     2133.14     127096      26063     155.942     5063623.0     13950712.0
as-skitter.graph        network      SCOTCH_alma      8-dimHQ      1     1129.53     108876      29625     313.129     4778208.0     9926825.0
as-skitter.graph        network      SCOTCH_alma      8-dimHQ      2     1155.0     97223      33424     295.192     4602926.0     9241572.0
as-skitter.graph        network      SCOTCH_alma      8-dimHQ      3     1154.88     96898      31456     298.089     4635615.0     9380261.0
as-skitter.graph        network      SCOTCH_alma      8-dimHQ      4     1145.94     119027      35626     287.883     4517816.0     8903351.0
as-skitter.graph        network      SCOTCH_alma      8-dimHQ      5     1156.41     85723      32840     286.539     4487047.0     8837448.0
as-skitter.graph        network      SCOTCH_alma      torus16x16      1     1893.75     213675      46683     478.237     4962274.0     14727775.0
as-skitter.graph        network      SCOTCH_alma      torus16x16      2     1844.92     176727      43063     494.137     5006954.0     15403723.0
as-skitter.graph        network      SCOTCH_alma      torus16x16      3     1811.84     189682      38938     513.145     5069020.0     15994203.0
as-skitter.graph        network      SCOTCH_alma      torus16x16      4     1851.97     224167      44669     512.723     5050757.0     16073343.0
as-skitter.graph        network      SCOTCH_alma      torus16x16      5     1885.69     194276      44098     486.765     4979261.0     14991884.0
as-skitter.graph        network      SCOTCH_alma      torus8x8x8      1     1488.5     116112      20281     130.083     4795399.0     11581305.0
as-skitter.graph        network      SCOTCH_alma      torus8x8x8      2     1460.65     120274      22193     128.253     4822105.0     11699007.0
as-skitter.graph        network      SCOTCH_alma      torus8x8x8      3     1440.33     122070      19285     129.625     4882920.0     12065523.0
as-skitter.graph        network      SCOTCH_alma      torus8x8x8      4     1483.26     134377      24979     131.839     4919782.0     12272631.0
as-skitter.graph        network      SCOTCH_alma      torus8x8x8      5     1428.41     138923      20318     129.811     4793148.0     11688357.0
citationCiteseer.graph        dimacs      SCOTCH      grid16x16      1     31.90139     66328      1680     375.451     1152035.0     12254728.0
citationCiteseer.graph        dimacs      SCOTCH      grid16x16      2     31.90139     66328      1680     375.451     1152035.0     12254728.0
citationCiteseer.graph        dimacs      SCOTCH      grid16x16      3     31.90139     66328      1680     375.451     1152035.0     12254728.0
citationCiteseer.graph        dimacs      SCOTCH      grid16x16      4     31.90139     66328      1680     375.451     1152035.0     12254728.0
citationCiteseer.graph        dimacs      SCOTCH      grid16x16      5     31.90139     66328      1680     375.451     1152035.0     12254728.0
citationCiteseer.graph        dimacs      SCOTCH      grid8x8x8      1     65.9168     19764      374     69.4588     1154266.0     9084447.0
citationCiteseer.graph        dimacs      SCOTCH      grid8x8x8      2     65.9168     19764      374     69.4588     1154266.0     9084447.0
citationCiteseer.graph        dimacs      SCOTCH      grid8x8x8      3     65.9168     19764      374     69.4588     1154266.0     9084447.0
citationCiteseer.graph        dimacs      SCOTCH      grid8x8x8      4     65.9168     19764      374     69.4588     1154266.0     9084447.0
citationCiteseer.graph        dimacs      SCOTCH      grid8x8x8      5     65.9168     19764      374     69.4588     1154266.0     9084447.0
citationCiteseer.graph        dimacs      SCOTCH      8-dimHQ      1     35.90677     9172      408     141.711     1151948.0     4625434.0
citationCiteseer.graph        dimacs      SCOTCH      8-dimHQ      2     35.90677     9807      408     141.711     1151948.0     4625434.0
citationCiteseer.graph        dimacs      SCOTCH      8-dimHQ      3     35.90677     9588      408     141.711     1151948.0     4625434.0
citationCiteseer.graph        dimacs      SCOTCH      8-dimHQ      4     35.90677     7102      408     141.711     1151948.0     4625434.0
citationCiteseer.graph        dimacs      SCOTCH      8-dimHQ      5     35.90677     8480      408     141.711     1151948.0     4625434.0
citationCiteseer.graph        dimacs      SCOTCH      torus16x16      1     42.55571     27455      924     283.239     1151990.0     9244926.0
citationCiteseer.graph        dimacs      SCOTCH      torus16x16      2     42.55571     27455      924     283.239     1151990.0     9244926.0
